CHLDID07,CHLDSN07,DEMREL07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07,PCGID07,PCGSN07,PHHREL07,Q32J1,Q32J2,Q32J3,Q32J4A,Q32J4B,Q32J4C,Q32J4D,Q32J5,Q32J6A_P,Q32J6B_P,Q32J6C_P,Q32J6D_P,Q32J6E_P,Q32J6G_P,Q32J6H_P,Q32J6I_P,Q32J6J_P,Q32J6A_S,Q32J6B_S,Q32J6C_S,Q32J6D_S,Q32J6E_S,Q32J6G_S,Q32J6H_S,Q32J6I_S,Q32J6J_S,Q32J6B_C,Q32J6D_C,Q32J6E_C,Q32J6G_C,Q32J6H_C,Q32J6I_C,Q32J6B_D,Q32J6D_D,Q32J6E_D,Q32J6G_D,Q32J6H_D,Q32J6I_D,Q32J7,Q32J8,Q32J9A,Q32J9B,Q32J9C,Q32J9D,Q32J9E,Q32J9F,Q32J9G,Q32J9H,Q32J9I,Q32J9J,Q32J10A,Q32J10B,Q32J10C,Q32J10D,Q32J11A,Q32J11B,Q32J11C,Q32J11D,Q32J11E,Q32J11F,Q32J11G,Q32J11H,Q32J11I,Q32J11J,Q32J11K,Q32J11L,Q32J11N,Q32J12A,Q32J12B,Q32J12C,Q32J12D,Q32J13,Q32J14,Q32J14A,Q32J15A,Q32J15B,Q32J15C,Q32J15D,Q32J16A,Q32J16B,Q32J16D,Q32J17A,Q32J17B,Q32J17C,Q32J17D,Q32J17E,Q32J17F,Q32J17G,Q32J17H,Q32J17I,Q32J17J,Q32J17K,Q32J17L,Q32J17M,Q32J17N,Q32J17O,Q32J17P,Q32J17Q,Q32J17R,Q32J17S,Q32J18A,Q32J18B,Q32J18C,Q32J18D,Q32J18E,Q32J18F,Q32J18G,Q32J18G1,Q32J18H,Q32J20A,Q32J20B,Q32J20C,Q32J20D,Q32J20E,Q32J21A,Q32J21B,Q32J21C,Q32J22A,Q32J22B,Q32J22C,Q32J22D,Q32J22E,Q32J23A,Q32J23B1,Q32J23B2,Q32J23B3,Q32J23C,Q32J23D1,Q32J23D2,Q32J23D3,Q32J23E,Q32J23F1,Q32J23F2,Q32J23F3,Q32J24,Q32J25A,Q32J25B,Q32J25C,Q32J25D,Q32J25E,Q32J25F,Q32J25G,Q32J25H,Q32J25I,Q32J25J,Q32J25K,Q32J25L,Q32J25M,Q32J25N,Q32J25O,Q32J26A,Q32J26B,Q32J26C,Q32J50,Q32J51A,Q32J51B,Q32J51C,Q32J51D,Q32J51E,Q32J51F,Q32J51G,Q32J51H,Q32J51I,Q32J51J,Q32J51K,Q32J51L,Q32J52MO,Q32J52YR,Q32J53,Q32J54A,Q32J54B,Q32J54C,Q32J54D,Q32J54E,Q32J54F,Q32J54G,Q32J54H,Q32J54I,Q32J54J,Q32J54K,Q32J54L,Q32J55MO,Q32J55YR,Q32JA33,Q32JA34,Q32J27,Q32J27A,Q32J28,Q32J28A,Q32J28A1,Q32J28A2,Q32J28A3,Q32J28B,Q32J29A1,Q32J29A2,Q32J29A3,Q32J29,Q32J30,Q32J31,Q32J32,Q32J32A,Q32J32B,Q32J32C,Q32J32D,Q32J33,Q32J34,Q32J35,Q32J36A,Q32J36B,Q32J36C,Q32J36D,Q32J37A,Q32J37B,Q32J37C,Q32J37D,Q32J37E,Q32J37F,Q32J38,Q32J39,Q32J40,Q32J41,Q32J41A,Q32J41B,Q32J42,Q32J43,Q32J44,Q32J45,Q32J46,Q32J47,Q32J48,Q32J49A,Q32J49B,Q32J49C,Q32J49D,Q32J49E,Q32J49F,Q32K27,Q32K28,Q32K29,Q32K30,Q32K31,Q32K32,Q32K33,Q32K34,Q32K35,Q32K36,Q32K37,Q32K38,Q32K39,Q32K40,Q32CDSHID,Q32CDSHPIN,GENID07,GENSN07,ER30001,ER30002
6742,4,2,1,0,1,8.2510004,9.1079998,1,0,1,1,1,1,3010,2,2,2,6742,1,2,2,1,1,3,2,2,4,2,1,5,1,5,1,7,1,1,1,0,0,0,0,0,0,0,0,0,5,7,5,7,5,1,5,5,1,7,3,1,3,3,4,4,1,3,1,4,4,2,1,1,2,2,1,1,1,3,3,1,3,1,1,1,3,3,3,1,3,3,4,5,1,2,5,0,2,1,1,2,1,1,5,3,2,2,1,4,4,1,4,2,3,2,4,3,4,3,2,4,3,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,0,0,800,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,2000.0,400,1,20,4,1,1,5,1,1,1,1,5,4,1,1,0,5,0,5,0,6,5,1,3,2,3,3,3,3,1,2,3,2,3,4,2,5,0.0,0,1,1,40,3,1,0,20,0,0,7,7,5,5,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1056,1,6742,4,10,35
6733,2,2,1,0,5,2.21,2.401,1,0,1,1,1,1,3023,0,2,0,6733,1,2,2,3,3,1,2,2,3,2,2,6,1,1,5,5,5,4,1,0,0,0,0,0,0,0,0,0,6,1,7,7,4,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,3,4,2,3,3,1,1,1,1,1,1,1,3,1,4,5,2,1,2,5,1,4,4,1,1,1,2,2,2,2,4,4,2,1,1,3,2,4,4,4,4,3,4,1,2,1,1,1,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,300,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,1,8,3,1,1,5,1,0,0,0,0,3,1,1,1,1,1,0,0,5,0,1,1,1,3,3,3,2,1,1,3,3,2,5,2,5,0.0,0,1,2,75,6,1,0,10,0,0,3,5,6,6,1,3,4,2,5,1,4,1,1,1,2,2,1,1,1052,1,6733,2,10,33
2668,3,2,1,4,1,46.384998,51.127998,1,1,1,1,1,1,3008,1,1,2,2668,2,2,4,1,2,4,4,3,4,1,2,1,1,1,7,5,4,1,1,2,1,1,1,7,5,2,1,1,1,7,7,5,3,1,1,5,6,5,3,1,1,2,4,4,1,3,1,3,4,2,3,1,2,2,1,2,3,3,3,3,3,2,2,3,3,1,3,3,3,3,5,4,2,7,5,0,1,1,1,2,5,5,1,4,3,3,2,3,4,2,4,3,1,1,4,4,4,4,2,4,1,4,2,1,2,1,1,1,0,0,0,2,2,1,1,1,5,5,5,1,1,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1000.0,0,1,2,2,5,0,0,0,5,0,0,0,2,0,1,1,5,0,5,0,6,6,1,4,4,4,4,2,2,1,1,2,1,3,5,5,5,0.0,0,1,1,25,3,1,0,15,7,7,6,6,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,389,1,2668,3,14,32
2668,4,2,1,4,1,45.209999,48.314999,1,1,1,1,1,1,3008,1,1,2,2668,2,2,4,1,2,4,4,3,4,1,2,1,1,1,7,5,4,1,1,2,1,1,1,7,5,2,1,1,1,7,7,5,3,1,1,5,6,5,3,1,1,2,4,4,1,3,1,3,4,2,3,1,2,2,1,2,3,3,3,3,3,2,2,3,3,1,3,3,3,3,5,4,2,7,5,0,1,1,1,2,5,5,1,4,3,3,2,3,4,2,4,3,1,1,4,4,4,4,2,4,1,4,2,1,2,1,1,1,0,0,0,2,2,1,1,1,5,5,5,1,1,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1000.0,0,1,2,2,5,0,0,0,5,0,0,0,2,0,1,1,5,0,5,0,6,6,1,4,4,4,4,2,2,1,1,2,1,3,5,5,5,0.0,0,1,1,25,3,1,0,15,7,7,6,6,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,389,1,2668,4,14,33
293,3,2,3,6,5,31.872999,34.278999,1,1,1,1,1,1,3008,96,4,0,293,2,2,4,2,1,3,3,3,4,1,2,3,1,1,6,3,1,1,1,1,3,1,1,6,7,1,1,1,5,6,6,5,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,1,3,3,3,3,5,4,1,15,5,0,5,1,1,2,5,1,1,4,3,2,1,4,4,2,4,3,1,2,4,4,4,4,1,4,1,4,1,1,1,1,1,1,0,0,0,1,2,1,1,1,5,5,4,1,1,4,1,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,50,1,12,4,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,1,4,1,3,2,5,5,5,0.0,0,5,0,0,0,0,0,0,7,7,6,4,5,6,1,1,2,5,1,1,1,1,1,1,2,2,1,1,34,1,293,3,18,189
940,3,2,1,4,1,9.6300001,10.293,1,1,1,1,1,1,3021,2,1,2,940,2,2,4,1,1,4,4,4,4,1,2,2,1,7,7,6,3,1,1,2,2,1,7,6,6,3,1,1,2,7,7,6,2,1,2,7,7,6,1,1,2,2,4,4,1,4,1,4,4,1,1,1,1,1,2,1,1,1,3,1,1,1,3,3,3,3,1,1,3,3,4,5,1,3,5,0,2,1,1,1,1,1,5,3,2,2,2,3,4,2,3,2,3,3,3,4,4,4,1,3,2,4,2,1,2,1,1,1,0,0,0,1,1,1,1,1,4,4,4,1,2,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0.0,45,1,5,2,5,0,0,0,5,0,0,0,2,1,2,2,5,0,5,0,4,4,1,4,4,4,4,4,3,2,2,5,1,2,5,5,5,0.0,0,5,0,0,0,0,0,0,7,7,7,7,7,7,1,1,2,4,1,1,2,3,3,1,1,1,1,1,121,1,940,3,18,39
940,4,2,1,4,1,9.6300001,10.293,1,1,1,1,1,1,3021,2,1,2,940,2,2,4,1,1,4,4,4,4,1,2,2,1,7,7,6,3,1,1,2,2,1,7,6,6,3,1,1,2,7,7,6,2,1,2,7,7,6,1,1,2,2,4,4,1,4,1,4,4,1,1,1,1,1,2,1,1,1,3,1,1,1,3,3,3,3,1,1,3,3,4,5,1,3,5,0,2,1,1,1,1,1,5,3,2,2,2,3,4,2,3,2,3,3,3,4,4,4,1,3,2,4,2,1,2,1,1,1,0,0,0,1,1,1,1,1,4,4,4,1,2,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0.0,45,1,5,2,5,0,0,0,5,0,0,0,2,1,2,2,5,0,5,0,4,4,1,4,4,4,4,4,3,2,2,5,1,2,5,5,5,0.0,0,5,0,0,0,0,0,0,7,7,7,7,7,7,1,1,2,4,1,1,2,3,3,1,1,1,1,1,121,1,940,4,18,40
7955,4,2,1,10,5,5.823,6.099,1,1,1,1,1,1,3008,2,2,2,7955,2,2,1,2,2,3,3,2,4,1,1,3,1,3,5,5,1,1,1,1,3,1,3,7,7,1,1,1,3,7,7,6,3,1,0,0,0,0,0,0,2,3,3,4,2,4,2,3,4,3,3,2,3,2,2,2,1,1,3,1,1,2,2,1,3,1,3,1,3,4,3,5,1,7,5,0,3,1,1,4,1,1,1,4,2,2,2,4,4,2,2,3,2,3,4,3,3,4,4,4,2,2,3,1,3,2,1,1,1,2,3,3,4,2,1,1,4,4,4,2,2,3,3,4,1,5,5,1,1,5,5,1,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000,1,4,5,1,1,1,1,0,0,0,0,5,7,1,1,5,0,0,0,5,0,1,4,4,4,4,4,3,4,4,1,1,5,5,3,5,0.0,0,5,0,0,0,0,0,0,5,7,5,4,2,4,1,3,1,5,1,1,1,2,1,1,1,1,1,1,1214,1,7955,4,18,41
2831,2,2,1,0,5,1.773,1.887,1,0,1,1,1,1,3034,96,2,2,2831,1,2,4,2,1,4,3,4,4,1,2,2,1,1,7,3,1,1,1,0,0,0,0,0,0,0,0,0,2,7,7,5,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,2,1,2,1,1,3,1,4,5,0,5,0,5,1,1,2,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,4,4,4,1,3,1,4,1,1,4,1,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.0,200,1,20,3,1,1,1,5,0,0,0,0,3,1,2,2,1,1,0,0,5,0,1,1,3,3,2,2,3,1,1,3,3,2,4,1,5,0.0,0,1,1,50,5,1,0,1,0,0,7,5,7,5,1,1,1,5,1,1,1,1,1,1,1,2,1,1,417,1,2831,2,22,31
5288,2,2,1,0,5,5.7059999,6.2069998,1,0,1,1,1,1,3034,1,2,2,5288,1,2,2,2,2,3,3,3,3,2,1,1,1,2,5,3,1,1,1,0,0,0,0,0,0,0,0,0,1,7,7,5,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,2,1,2,2,3,3,2,1,3,1,1,1,1,1,1,1,1,4,3,1,5,1,5,0,4,1,2,2,1,1,1,4,3,3,2,4,4,2,4,2,2,3,4,4,4,3,2,4,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,1,5,5,1,5,1,5,1,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,0,1,10,4,1,1,5,1,0,0,0,0,4,2,3,3,1,1,0,0,6,0,1,3,1,3,1,1,2,1,1,1,2,2,5,3,5,0.0,0,1,1,36,3,2,2,20,0,0,5,5,5,6,1,2,1,5,1,1,1,1,1,1,2,2,1,1,841,1,5288,2,22,176
1214,3,2,1,4,5,21.320999,22.431,1,1,1,1,1,1,3037,1,1,2,1214,2,2,4,2,1,3,3,2,4,2,1,3,1,5,7,5,1,1,1,1,2,1,6,7,7,3,1,1,3,1,6,5,2,1,0,0,0,0,0,0,2,2,4,4,1,3,1,2,3,2,1,1,1,1,1,1,1,3,2,1,3,1,3,3,3,3,3,1,3,3,5,4,1,1,5,0,3,1,2,3,1,5,1,4,1,1,1,3,4,3,4,2,2,3,4,4,4,4,1,4,1,3,3,1,3,1,1,1,3,0,3,3,2,1,2,2,4,2,3,2,1,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998.0,200,1,3,3,1,5,1,1,0,0,0,0,2,3,2,1,1,5,0,0,5,0,1,4,4,4,4,2,1,1,1,1,1,3,5,5,1,3.0,15,1,2,30,3,2,5,20,6,5,6,7,4,5,1,1,1,5,1,1,1,1,1,1,1,3,1,1,168,1,1214,3,39,31
2199,3,2,2,4,5,27.518,29.57,1,1,1,1,1,1,3017,1,3,0,2199,2,2,4,1,1,3,4,3,4,1,1,6,1,6,7,6,1,1,1,1,6,1,6,7,6,1,1,1,6,7,7,7,1,1,0,0,0,0,0,0,2,3,4,4,2,3,2,4,4,2,2,1,3,2,3,1,1,3,2,1,1,2,2,3,3,3,3,1,3,3,5,1,4,6,1,2,3,1,2,2,5,1,1,3,2,2,2,4,4,2,3,2,3,2,3,4,4,4,2,4,2,4,2,1,3,1,1,1,3,0,3,1,1,1,1,1,4,4,4,1,1,4,1,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5000,3000,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.0,180,1,4,4,1,1,1,5,0,0,0,0,4,2,3,2,5,0,0,0,6,0,1,2,1,3,1,4,3,1,1,3,3,4,5,4,5,0.0,0,1,1,40,5,1,0,60,7,6,6,5,5,7,1,1,2,4,1,1,2,2,2,1,2,3,1,1,321,1,2199,3,40,38
732,3,2,4,2,5,26.964001,28.566,1,1,1,1,1,1,3037,96,3,0,732,1,2,4,1,1,4,4,4,4,1,1,1,3,1,4,5,1,1,1,1,1,3,1,3,4,1,1,1,1,7,5,6,1,1,0,0,0,0,0,0,2,3,4,4,1,3,1,3,3,2,1,1,2,1,2,1,3,3,1,3,2,3,1,3,3,3,3,2,3,4,3,5,1,2,5,0,3,1,1,2,1,5,1,3,2,1,1,3,4,2,4,2,2,2,3,4,4,4,2,4,1,3,3,1,2,2,1,1,1,3,3,4,2,2,1,1,4,4,2,3,1,2,2,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,700,1,4,4,1,1,1,1,0,0,0,0,3,2,1,1,5,0,0,0,4,0,1,4,4,4,4,4,4,1,1,3,3,4,5,1,5,0.0,0,1,1,55,5,1,0,20,6,5,5,5,7,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,80,1,732,3,40,39
751,3,2,3,6,5,8.0790005,8.7609997,1,5,1,1,5,1,3002,96,4,2,751,2,2,3,3,1,4,3,3,4,1,1,3,1,1,1,3,1,1,7,1,1,1,1,1,7,1,1,3,3,1,7,7,1,1,0,0,0,0,0,0,3,3,3,4,2,3,1,4,4,4,3,3,2,4,3,3,3,3,3,1,3,1,3,3,3,3,3,1,3,4,1,5,3,1,5,0,3,1,3,3,5,5,5,3,2,2,2,3,3,3,4,2,3,3,3,4,4,4,4,4,2,3,4,1,3,3,3,1,3,0,3,3,2,1,3,3,3,4,4,4,2,5,4,1,1,5,1,5,5,0,0,0,5,0,0,0,1,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,0,2000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,500,1,6,2,1,1,1,1,0,0,0,0,2,1,1,1,5,0,0,0,5,0,1,1,3,3,1,3,1,1,1,3,1,4,5,1,5,0.0,0,1,1,20,4,2,3,10,7,5,5,6,7,7,1,2,3,3,1,1,3,2,2,1,2,2,1,1,82,1,751,3,45,32
1528,3,2,1,4,5,24.048,27.565001,1,1,1,1,1,0,3041,96,1,2,1528,2,2,4,1,1,3,4,2,4,1,1,7,1,1,7,4,1,1,1,1,7,1,1,7,4,1,1,1,7,1,7,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,3,3,4,2,1,2,2,1,1,3,3,3,3,3,1,4,3,2,2,2,1,3,5,1,3,4,3,5,0,4,1,1,1,1,1,1,4,1,1,1,4,4,3,4,3,2,3,4,4,3,4,1,4,1,4,1,1,5,1,1,1,3,0,4,3,3,2,1,1,4,4,3,2,2,3,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,1,1,1,5,5,1,1,1,5,5,5,5,5,5,0,0,1000,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.0,0,1,6,5,5,0,0,0,0,0,0,0,2,1,1,1,5,0,0,0,5,0,1,4,4,4,1,2,2,2,2,2,3,3,5,5,5,0.0,0,1,2,97,7,2,7,20,6,6,5,6,4,3,1,1,3,5,1,1,1,2,1,1,1,3,1,1,219,1,1528,3,47,36
3357,4,2,1,4,5,26.639999,28.027,1,1,1,1,1,1,3041,2,1,2,3357,2,2,4,3,1,3,3,3,3,2,1,7,1,1,7,6,7,1,1,1,6,1,1,1,5,2,1,1,7,6,7,3,4,1,0,0,0,0,0,0,3,3,3,3,2,3,2,2,3,2,2,3,1,2,2,2,1,3,2,1,1,1,4,3,3,1,3,1,3,1,5,3,2,3,5,0,3,1,1,2,1,5,1,4,3,3,2,2,1,2,3,4,1,3,4,3,3,3,2,3,2,2,2,1,2,3,1,1,3,0,3,3,2,3,1,1,5,4,4,3,1,2,4,3,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.0,200,1,4,3,5,0,0,0,0,0,0,0,3,2,2,2,5,0,0,0,5,0,1,4,4,4,4,3,3,3,3,2,3,3,5,3,5,0.0,0,1,1,24,3,2,3,3,3,3,4,5,4,4,1,1,1,5,1,1,3,1,1,1,1,1,1,1,511,1,3357,4,47,39
2180,3,2,1,4,5,35.441002,38.390999,1,1,1,1,1,1,3041,1,1,2,2180,2,2,4,3,2,3,3,3,3,2,1,3,1,1,7,6,2,1,1,1,3,1,1,7,5,2,1,1,3,5,7,6,2,1,0,0,0,0,0,0,2,2,4,4,1,4,1,3,3,2,2,1,1,2,2,2,3,1,3,1,1,3,4,3,3,1,3,1,3,4,3,5,1,0,5,0,3,2,2,2,1,5,1,4,2,2,1,3,4,1,3,2,2,2,3,4,4,4,1,3,2,4,3,2,3,2,1,1,3,0,2,2,2,2,1,1,5,5,4,2,2,2,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,300,1,2,2,5,0,0,0,0,0,0,0,2,3,1,1,5,0,0,0,5,0,1,4,4,4,4,4,3,2,1,3,1,2,5,3,5,0.0,0,1,1,20,5,1,0,5,5,5,4,4,3,3,1,1,3,4,1,1,3,1,1,1,1,2,1,1,317,1,2180,3,47,40
181,4,2,1,4,5,18.35,21.677,1,1,1,1,1,1,3041,1,1,2,181,2,2,4,3,2,3,3,3,4,2,1,4,4,2,5,5,2,1,1,1,1,2,1,1,5,2,1,1,2,7,7,6,2,1,0,0,0,0,0,0,3,3,4,4,1,3,1,3,3,2,1,1,2,2,2,1,1,1,2,2,1,1,4,3,1,1,2,1,3,4,3,5,1,3,1,6,3,1,1,3,5,5,1,3,2,2,1,4,4,1,4,1,4,1,4,4,4,4,3,4,2,2,2,1,2,1,1,1,0,0,0,3,2,2,2,2,4,4,4,2,2,4,2,1,1,5,1,5,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300,1,3,4,1,1,1,1,0,0,0,0,4,2,1,1,5,0,0,0,6,0,1,2,2,2,2,2,3,1,1,2,1,4,5,3,5,0.0,0,1,1,40,5,1,0,3,3,2,5,5,4,6,1,2,3,4,1,1,2,2,1,1,2,3,2,1,20,1,181,4,50,33
514,3,2,1,4,1,24.877001,26.872999,1,1,1,1,1,1,3008,1,1,2,514,2,2,4,2,1,4,4,3,4,1,2,5,3,1,5,5,1,5,2,2,5,3,1,5,4,1,3,2,5,7,7,5,1,5,5,5,5,5,1,3,2,3,4,4,1,3,1,3,3,1,2,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,3,1,3,3,4,5,2,4,1,7,2,1,1,2,1,1,1,2,2,3,2,4,4,1,3,2,3,2,3,4,4,4,1,4,2,3,1,1,1,2,1,1,0,0,0,2,2,2,1,1,4,3,4,1,1,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,2400.0,800,1,6,6,5,0,0,0,5,0,0,0,6,0,2,2,5,0,5,0,5,6,1,1,2,3,1,2,3,1,2,3,2,3,5,3,5,0.0,0,1,1,40,5,1,0,2,7,7,6,7,7,7,1,3,1,5,1,1,1,2,1,2,1,1,1,1,57,1,514,3,50,34
514,4,2,1,4,1,24.847,27.228001,1,1,1,1,1,1,3008,1,1,2,514,2,2,4,2,1,4,4,3,4,1,2,5,3,1,5,5,1,5,2,2,5,3,1,5,4,1,3,2,5,7,7,5,1,5,5,5,5,5,1,3,2,3,4,4,1,3,1,3,3,1,2,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,3,1,3,3,4,5,2,4,1,7,2,1,1,2,1,1,1,2,2,3,2,4,4,1,3,2,3,2,3,4,4,4,1,4,2,3,1,1,1,2,1,1,0,0,0,2,2,2,1,1,4,3,4,1,1,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,2400.0,800,1,6,6,5,0,0,0,5,0,0,0,6,0,2,2,5,0,5,0,5,6,1,1,2,3,1,2,3,1,2,3,2,3,5,3,5,0.0,0,1,1,40,5,1,0,2,7,7,6,7,7,7,1,3,1,5,1,1,1,2,1,2,1,1,1,1,57,1,514,4,50,35
1546,3,2,1,4,5,22.134001,0.0,1,5,5,5,5,5,3041,2,1,2,1546,2,2,4,1,1,3,3,3,3,1,1,3,1,5,3,5,3,1,1,1,3,1,1,3,5,3,1,1,3,5,6,5,3,1,0,0,0,0,0,0,3,3,3,3,2,4,1,3,3,2,3,3,3,3,3,3,3,1,2,1,1,2,4,3,3,1,3,3,3,3,5,4,1,0,5,0,5,3,3,5,1,5,1,4,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2,3,2,3,4,1,1,3,0,3,2,1,2,1,1,5,5,4,2,2,2,4,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,0,1,10,6,1,1,1,1,0,0,0,0,6,2,2,1,1,1,0,0,6,0,1,3,3,4,4,3,1,1,1,3,2,3,5,2,5,0.0,0,5,0,0,0,0,0,0,4,4,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,1546,3,51,32
