EMSREL,EMSID01,EMSSN01,Q29A1MON,Q29A1DAY,Q29A1YR,Q29A2A,Q29A2B,Q29A2C,Q29A2D,Q29A2E,Q29A3,Q29A4,Q29A5,Q29A6,Q29A7,Q29A8,Q29A9,Q29A10,Q29A11,Q29A12,Q29A13A,Q29A13B,Q29A14A,Q29A14B,Q29A14C,Q29A14D,Q29A15,Q29A15A,Q29A16,Q29A16A,Q29A17,Q29A18,Q29A18A,Q29A18B,Q29A19,Q29A19A1,Q29A19A2,Q29A19A3,Q29A19A4,Q29A19A5,Q29A19B1,Q29A19B2,Q29A19C,Q29A19D,Q29A19E,Q29A20,Q29A21,Q29A21A,Q29A21B,Q29A22,Q29A22A1,Q29A22A2,Q29A22A3,Q29A22A4,Q29A22A5,Q29A22B1,Q29A22B2,Q29A22C,Q29A22D,Q29A22E,Q29B1A,Q29B1B,Q29B1C,Q29B1D,Q29B1E,Q29B1F,Q29B2A,Q29B2B,Q29B2C,Q29B2D,Q29B2E,Q29B2F,Q29B2G,Q29B3A,Q29B3B,Q29B3C,Q29B3D,Q29B3E,Q29B3F,Q29B4,Q29B5,Q29B6A,Q29B6B,Q29B6C,Q29B6D,Q29B6E,Q29B6F,Q29B7A,Q29B7B,Q29B7C,Q29B7D,Q29B7E,Q29B8,Q29B9A,Q29B9B,Q29B9C,Q29B9D,Q29B10A,Q29B10B,Q29B10C,Q29C1,Q29C1A,Q29C2A,Q29C2B,Q29C2C,Q29C2D,Q29C2E,Q29C2F,Q29C2G,Q29C3_1,Q29C3_2,Q29C3_3,Q29C3_4,Q29C3_5,Q29C3_7,Q29C4A,Q29C4B,Q29C4C,Q29C4D,Q29C4E,Q29C4F,Q29C4G,Q29C4H,Q29D1,Q29D2A,Q29D2B,Q29D3,Q29D4_1,Q29D4_2,Q29D4_3,Q29D4_4,Q29D4_5,Q29D4_6,Q29D4_7,Q29D5,Q29D6,Q29D7,Q29D8,Q29D9,Q29D9A,Q29D10A,Q29D10B,Q29D10C,Q29D11,Q29B2FCD,Q29B4A_1,Q29B4A_2,Q29C3ACD,Q29D4ACD,Q29D6ACD,Q29D8CD1,Q29D8CD2
3,5559,3,4,10,2003,4,4,4,3,5,5,5,5,5,5,2,1,2,5,0,1,0,2,1,1,1,5,0,2,6,1,5,0,0,1,1,1,1,1,5,0,30,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,0,0,0,0,29,0,26,3,12,8,6,6,4,2,2,1,1,2,1,1,2,2,4,1,2,80,33,80,33,2,5,5,5,0,2,2,1,1,9,3,1,5,1,1,1,5,5,3,2,2,1,1,1,2,2,31,18,0,7,1,5,5,1,1,1,1,2,1,1948,5,1,3,4,4,5,2,0,0,0,15,0,0,0,0
3,5564,3,5,12,2003,3,4,3,5,4,6,5,5,5,5,2,2,1,5,1,1,0,3,3,3,1,5,0,2,6,1,1,1,1,1,1,1,5,1,5,0,15,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,0,0,0,0,17,0,16,0,2,6,0,6,3,5,5,1,1,4,1,1,1,2,2,1,3,95,95,98,98,2,5,5,5,0,1,2,1,1,1,1,1,5,1,5,1,5,1,1,1,1,9,1,1,1,1,11,11,0,6,5,5,1,1,1,1,1,2,2,1967,5,1,5,5,5,5,3,0,0,0,0,0,0,0,0
3,5574,3,99,99,2003,1,1,1,1,2,4,5,5,1,1,2,2,8,5,99,98,98,2,2,2,1,1,2,1,0,1,1,1,8,1,1,5,5,5,5,98,15,3,80,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,16,1,0,0,19,14,14,1,11,1,4,6,2,2,2,1,1,8,1,1,1,3,3,1,3,90,2,90,90,3,3,8,5,0,2,2,2,2,1,2,2,5,1,1,1,5,1,1,2,2,1,1,1,1,1,8,8,98,6,1,5,1,1,1,1,1,2,8,9998,5,1,5,4,4,5,1,0,0,0,0,0,0,0,0
3,5575,4,5,13,2003,3,2,3,1,3,4,1,5,1,1,3,3,3,5,0,3,1,3,3,2,1,1,2,1,0,1,1,1,3,1,1,1,1,1,5,2,0,3,100,50,1,1,1,3,1,5,1,5,1,5,0,30,2,100,75,1,1,0,1,0,0,1,1,26,1,0,0,29,23,24,1,17,12,1,6,6,1,1,1,1,1,2,1,2,2,3,1,3,100,90,100,90,3,3,3,5,0,3,5,1,1,1,3,5,5,1,1,1,5,1,2,2,3,1,1,1,1,2,3,0,3,6,1,5,1,1,1,1,1,2,1,1977,5,5,0,4,4,4,1,0,0,0,0,0,0,0,0
3,5596,4,5,3,2003,4,5,4,3,3,7,5,5,5,5,2,1,1,1,12,2,3,1,1,3,1,5,0,2,6,1,1,5,0,1,1,1,1,5,5,0,10,2,98,98,1,1,5,0,1,1,1,1,5,5,0,15,2,98,98,1,0,0,0,0,0,0,21,0,0,0,0,21,0,21,0,6,3,2,6,1,2,2,2,2,2,2,1,2,2,3,1,3,80,80,50,50,2,5,3,5,0,2,2,1,3,3,3,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,9,9,8,7,1,5,5,1,1,1,1,2,2,1953,5,1,3,4,5,5,2,0,0,0,0,0,0,0,0
3,5600,3,4,21,2003,5,4,5,3,3,8,5,1,5,5,3,2,2,5,0,0,0,2,3,3,1,5,0,2,4,1,1,5,0,1,1,1,1,1,5,0,30,2,95,90,1,1,5,0,1,1,1,1,1,5,0,20,2,95,90,1,0,0,1,1,0,17,0,1,0,0,0,18,2,4,4,2,16,0,6,3,3,4,3,1,3,4,4,1,2,2,1,4,90,90,100,90,2,3,3,5,0,2,2,1,1,2,2,1,5,5,1,1,1,5,2,2,1,1,2,1,1,1,9,6,5,6,1,5,1,1,1,5,5,2,1,1968,1,1,2,5,4,4,1,0,0,0,3,7,0,3,2
3,5600,4,4,1,2003,4,4,4,3,3,6,1,5,5,5,2,1,1,0,0,0,0,2,3,2,1,5,0,2,6,1,5,0,0,1,1,1,1,1,5,0,50,3,65,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,13,1,1,0,0,0,15,0,0,1,0,3,1,6,2,4,1,2,1,4,1,1,1,1,2,1,3,5,95,5,95,1,2,3,5,0,1,1,1,1,1,2,1,5,1,1,1,5,5,2,1,1,1,1,1,1,1,25,16,6,7,1,5,1,1,1,1,1,2,1,1944,5,1,2,4,4,4,1,0,0,0,3,0,0,0,0
3,5636,3,4,15,2003,3,3,3,3,3,6,5,5,5,5,2,2,2,5,0,1,0,3,3,3,3,5,0,2,3,1,1,1,2,1,1,1,1,1,5,0,40,3,90,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,18,0,4,3,0,0,25,3,15,1,5,8,2,6,2,1,2,2,1,1,4,2,1,1,2,1,4,80,75,100,70,3,1,5,5,0,2,1,1,1,1,1,1,5,1,1,1,5,5,1,2,1,1,1,1,1,1,4,8,4,6,1,5,1,1,1,1,1,1,1,1975,5,5,0,4,4,3,2,0,0,0,9,0,0,0,0
3,5636,4,4,10,2003,4,3,4,3,4,5,5,5,5,5,2,2,2,5,0,1,0,2,1,2,1,5,0,3,3,1,1,1,2,1,1,5,1,5,5,0,30,1,100,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,15,3,4,0,0,1,23,6,8,0,7,8,1,6,2,4,1,1,1,1,1,1,1,1,2,1,5,100,90,100,100,1,5,5,5,0,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,36,18,10,7,1,5,1,1,5,1,1,2,1,1943,5,1,4,5,5,5,3,6,0,0,6,0,0,0,0
3,5663,4,6,9,2003,5,5,5,5,5,8,5,5,5,5,1,1,1,1,0,5,98,3,3,2,3,5,0,3,6,1,5,0,0,1,1,1,5,1,5,1,30,3,95,95,1,1,1,1,1,1,1,1,1,5,1,98,3,85,95,1,0,0,0,0,0,20,4,0,0,0,98,24,98,15,3,3,4,4,6,2,4,4,4,2,5,4,1,1,1,1,1,4,85,80,80,90,2,5,3,5,0,2,2,1,1,1,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,20,19,98,6,5,5,1,1,1,1,1,2,1,1943,5,1,4,5,5,5,1,0,0,0,0,0,0,0,0
3,5672,4,6,2,2003,4,4,5,4,5,5,5,5,5,5,2,1,3,5,2,1,98,2,1,1,1,5,0,1,0,1,1,1,1,1,1,1,1,1,5,0,45,3,90,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,5,8,0,1,20,2,11,0,9,8,2,6,1,2,2,1,1,1,1,1,3,3,3,1,4,999,999,80,70,2,4,3,5,0,4,2,3,2,1,4,3,5,1,1,1,5,1,2,3,3,1,1,1,1,2,10,1,5,6,1,5,1,1,1,1,1,2,1,1946,5,1,4,2,4,2,2,15,0,0,0,0,0,0,0
3,5709,2,5,4,2003,4,4,4,3,3,6,5,5,5,5,2,1,1,5,99,0,0,2,3,2,2,5,0,1,0,1,5,0,0,1,1,1,1,1,5,0,20,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,8,1,1,0,3,16,1,99,1,4,5,1,6,2,6,1,2,1,2,1,1,2,2,1,1,4,80,80,95,85,1,5,1,5,0,2,5,2,1,2,3,1,5,5,1,1,5,1,1,1,1,1,1,1,1,1,33,10,0,7,5,5,1,1,1,1,1,2,2,1947,5,1,2,4,5,2,2,4,0,0,0,0,0,0,0
3,5722,3,4,17,2003,3,3,3,4,5,7,5,5,5,5,1,1,1,0,2,1,0,1,2,2,2,5,0,5,7,1,5,0,0,1,1,1,5,1,5,0,20,1,15,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,2,22,0,0,0,25,0,0,0,3,19,1,5,1,4,4,1,4,4,1,1,1,1,2,1,3,100,100,90,95,2,5,1,1,5,1,5,1,2,1,1,1,5,5,1,1,5,1,2,1,1,1,1,1,1,1,4,0,8,6,1,5,1,1,1,1,1,2,3,1975,1,1,5,5,5,4,2,0,1,0,0,0,0,2,0
3,5744,4,99,99,2003,4,4,4,4,4,6,5,5,5,5,1,1,1,5,0,2,0,2,3,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,98,30,2,50,75,1,1,1,1,1,5,1,1,1,5,98,30,2,50,75,1,98,98,98,1,2,25,98,2,3,98,98,30,2,2,5,5,10,2,6,2,5,5,4,3,3,5,1,1,1,1,1,4,98,98,98,98,2,4,3,5,0,2,2,1,1,1,2,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,28,12,98,7,1,5,1,1,1,1,1,2,1,1949,5,1,1,4,5,2,1,0,0,0,0,0,0,0,0
3,5756,3,4,9,2003,2,2,2,1,3,2,5,5,5,5,2,3,3,5,8,1,0,3,3,2,2,1,1,2,6,1,1,1,3,1,5,1,5,1,5,0,45,4,90,60,1,1,1,3,1,1,1,1,1,5,0,25,3,90,50,1,0,0,0,0,0,20,5,0,0,0,0,25,0,10,0,10,6,2,6,5,4,4,2,1,5,5,1,1,1,1,1,4,100,80,90,75,2,5,3,5,0,2,3,2,1,1,2,3,5,1,1,1,5,1,2,2,2,1,1,1,1,1,2,2,0,6,1,5,1,1,1,1,1,2,1,1979,5,1,1,5,5,4,1,0,0,0,0,0,0,0,0
3,5768,3,5,14,2003,3,3,3,3,3,3,5,5,5,5,1,2,1,5,3,3,0,3,3,2,2,1,2,2,6,1,1,1,2,1,1,1,1,1,5,0,15,3,90,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,12,0,0,0,1,22,1,0,0,3,4,3,6,2,4,4,1,1,2,1,1,1,1,1,1,4,90,80,90,90,2,5,2,5,0,2,5,3,2,1,1,1,5,1,1,1,5,1,2,2,1,1,1,1,1,1,7,1,0,6,1,5,1,1,1,1,1,2,1,1969,5,5,0,5,4,4,1,18,0,0,0,0,0,0,0
3,5793,2,5,5,2003,3,3,3,3,3,6,5,5,5,5,1,2,2,0,0,0,0,2,2,1,1,5,0,3,2,1,1,1,2,1,5,1,5,1,5,0,10,2,100,100,1,1,1,2,1,1,5,1,5,5,0,10,2,100,100,1,0,1,0,1,0,4,11,3,0,0,1,19,0,99,2,4,5,2,6,3,4,4,3,1,4,1,1,2,2,2,2,4,95,95,95,95,1,1,4,5,0,2,2,1,1,1,2,2,5,1,1,1,5,5,1,1,1,1,1,1,1,1,6,6,0,6,5,1,1,1,1,1,1,2,1,1954,5,1,5,5,5,5,3,2,0,0,15,0,0,0,0
3,5796,4,4,7,2003,4,4,4,4,4,3,5,5,5,5,1,1,2,5,1,0,1,3,3,2,2,5,0,3,7,1,5,0,0,1,5,5,5,5,1,0,15,6,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,16,0,6,0,0,0,22,5,0,0,3,6,2,6,3,6,6,1,6,6,1,1,2,1,1,1,3,85,60,90,90,2,3,3,5,0,2,2,2,1,3,2,1,5,1,1,1,5,1,2,1,1,1,1,1,1,2,14,12,0,6,5,5,1,1,1,1,1,2,1,1945,5,1,3,5,5,4,1,0,0,0,0,0,0,0,0
3,5822,5,4,15,2003,5,4,5,4,4,6,1,5,5,5,3,2,2,5,1,2,0,3,3,2,3,1,2,2,6,1,1,1,2,1,5,1,5,1,5,0,15,3,50,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,17,4,0,0,0,1,22,0,0,2,1,15,0,6,5,6,5,4,4,6,4,1,1,2,1,1,4,100,100,100,100,3,2,5,5,0,1,1,1,1,1,1,1,5,1,1,1,5,1,2,1,2,1,1,1,1,1,4,4,8,6,1,5,5,1,1,1,1,2,1,1976,5,1,3,5,5,5,3,12,0,0,0,0,0,0,0
3,5833,3,5,12,2003,3,3,2,2,3,4,5,5,5,5,2,2,2,5,0,2,0,2,2,2,1,5,0,1,0,1,5,0,0,1,1,5,1,5,5,0,15,4,85,85,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,10,2,0,0,20,8,16,3,15,0,4,6,5,4,3,1,2,2,1,1,1,1,2,1,2,80,80,95,90,2,1,1,5,0,2,1,4,2,3,2,5,5,1,1,1,5,1,2,2,1,1,1,1,1,1,20,4,8,5,1,5,5,1,1,5,1,2,1,1945,1,5,0,3,4,4,1,0,0,0,0,0,0,2,0
3,5839,6,5,12,2003,3,3,2,2,4,2,5,5,1,1,1,3,2,5,0,0,0,2,2,2,1,1,2,2,3,1,1,1,3,1,1,1,1,1,1,0,30,1,80,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,20,2,0,0,27,15,24,2,18,3,2,6,1,2,3,2,1,2,3,1,1,2,2,1,3,95,95,100,80,3,4,3,5,0,2,3,2,1,2,1,1,5,1,1,1,5,1,2,2,1,1,2,2,1,1,5,2,0,6,1,5,1,1,1,1,1,2,1,1975,5,1,1,4,4,5,1,0,0,0,0,0,0,0,0
3,5848,2,5,12,2003,3,2,2,2,3,1,5,5,5,5,2,3,3,5,2,0,0,1,3,2,1,1,2,2,6,1,1,1,3,1,1,1,1,1,5,98,30,5,50,50,1,1,1,3,5,0,0,0,0,0,0,0,0,0,0,1,98,98,98,98,98,98,18,98,98,98,98,18,98,16,1,5,6,2,6,2,2,2,1,1,3,1,3,3,3,3,3,3,75,50,50,50,2,5,1,5,0,3,5,3,3,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,21,21,98,98,5,5,1,1,1,1,1,2,1,1952,5,1,3,4,4,4,1,0,0,0,0,0,0,0,0
3,5854,5,6,12,2003,3,3,2,3,3,4,1,5,5,5,2,2,1,5,1,1,2,2,3,3,3,1,2,1,0,1,1,1,2,1,1,1,1,1,1,0,15,2,50,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,21,0,2,0,0,0,23,0,1,1,7,10,1,6,1,1,1,1,1,4,2,4,1,1,3,1,4,85,75,100,75,2,5,5,5,0,2,3,2,2,1,1,2,5,1,1,1,5,5,1,1,1,1,1,1,1,1,3,2,0,6,1,5,5,1,1,1,5,2,1,1974,5,1,4,5,4,5,1,0,0,0,3,2,0,0,0
3,5859,3,5,23,2003,1,1,1,2,1,7,5,5,5,5,1,1,2,5,0,0,98,2,2,2,2,5,0,2,6,1,5,0,0,1,1,1,1,1,5,98,30,2,98,98,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,0,0,0,0,18,0,10,2,7,6,2,1,8,6,6,5,3,6,5,1,2,2,2,1,4,90,90,90,90,2,5,4,5,0,2,3,2,3,2,2,3,5,1,1,1,5,1,2,2,1,1,1,1,1,2,20,20,2,7,5,1,1,1,1,1,1,2,2,9998,8,8,0,8,8,8,8,0,1,0,0,0,0,0,0
3,5882,2,4,11,2003,3,3,3,2,3,2,5,5,5,5,2,3,2,5,0,1,0,1,1,1,1,1,2,2,6,1,1,1,3,1,1,5,5,1,5,0,5,2,50,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,11,1,0,0,0,20,0,13,0,10,2,1,6,2,2,2,3,4,6,3,3,1,2,2,2,1,90,90,100,90,3,1,3,5,0,4,5,1,3,2,5,4,5,5,5,1,5,1,2,2,1,1,1,1,1,2,33,21,10,6,1,5,5,1,1,1,1,2,1,1948,5,1,3,3,5,5,1,0,0,0,0,0,0,0,0
3,5884,2,5,15,2003,3,3,3,2,2,2,5,5,5,5,9,2,8,0,0,98,1,1,3,8,2,1,2,2,6,1,1,5,0,1,1,1,1,5,5,0,30,2,30,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,98,98,98,98,24,98,98,98,98,24,0,17,0,9,9,2,6,4,6,6,6,6,2,6,1,1,1,3,2,4,70,50,100,50,3,5,3,5,0,5,5,4,4,1,3,3,5,1,1,1,5,1,2,3,2,1,1,1,1,2,21,17,8,6,1,5,5,1,1,1,1,2,1,1940,5,1,4,4,4,2,3,0,0,0,0,0,0,0,0
3,5885,3,4,17,2003,2,1,3,2,3,1,1,9,5,5,1,3,2,5,0,1,0,3,3,1,1,1,2,3,2,1,5,0,0,1,1,1,1,1,5,0,30,5,50,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,0,0,0,0,17,0,12,1,6,1,4,6,4,4,4,3,3,4,3,1,2,2,2,2,3,75,70,70,60,2,5,4,5,0,3,5,2,3,4,2,1,5,1,1,1,5,1,2,3,2,1,1,1,1,2,18,13,0,7,1,5,5,1,5,1,1,2,1,1961,5,1,4,4,5,4,1,0,0,0,0,0,0,0,0
3,5885,4,4,11,2003,3,3,3,3,3,2,5,5,5,5,2,2,2,5,0,0,2,3,3,3,2,5,0,3,4,1,5,0,0,1,1,5,1,5,5,0,20,3,90,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,26,0,26,3,3,7,2,6,3,2,4,1,1,1,3,2,2,2,2,1,4,95,95,95,95,2,5,1,5,0,3,5,2,1,2,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,17,5,0,7,1,5,1,1,1,1,1,2,2,1957,5,1,4,5,5,5,1,0,0,0,0,0,0,0,0
3,5890,2,5,13,2003,4,3,3,4,4,6,5,5,5,5,2,2,2,0,0,0,0,2,3,3,2,5,0,1,0,1,5,0,0,1,1,5,1,1,5,98,30,3,10,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,16,0,0,0,0,0,16,16,0,5,5,3,2,6,1,4,4,3,2,5,1,1,2,1,1,1,2,95,95,95,95,2,5,1,1,5,2,1,2,1,2,1,4,1,1,1,1,5,5,2,1,2,1,1,1,1,1,10,10,98,7,1,5,1,1,1,1,1,2,1,1971,5,1,2,3,4,3,2,0,0,0,3,0,0,0,0
3,5904,4,4,17,2003,4,3,3,4,3,6,5,5,9,5,2,1,1,0,0,0,0,2,1,3,1,5,0,3,6,1,1,1,1,1,1,1,1,1,5,0,10,2,10,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,5,2,5,13,0,1,26,0,1,0,5,10,2,6,3,5,4,2,2,1,1,1,2,2,2,2,3,95,95,5,95,2,1,3,1,9,2,2,1,2,1,2,2,1,5,1,1,5,5,2,2,2,2,2,2,1,2,5,2,8,6,1,5,1,1,1,1,1,2,1,1975,5,1,2,4,4,3,1,10,0,0,3,0,0,0,0
3,5920,4,9,4,2003,1,2,1,3,3,2,5,5,5,1,1,3,1,5,2,0,0,2,1,1,1,1,2,2,6,1,5,0,0,1,1,1,1,1,5,0,30,6,50,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,8,0,0,0,0,16,3,14,7,6,0,1,6,3,2,3,3,2,3,4,1,3,1,3,1,3,98,98,98,98,1,5,5,5,0,2,5,4,1,2,9,1,5,1,1,1,5,5,1,1,1,1,1,2,2,3,15,6,0,7,5,1,1,5,1,1,1,2,1,1956,5,1,5,2,4,2,1,0,0,0,10,0,0,0,0
3,5921,4,1,4,2003,3,3,3,2,3,99,5,1,5,5,2,3,3,5,0,0,0,2,3,2,1,5,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,5,0,15,3,90,95,1,0,1,0,0,1,99,99,99,99,99,22,22,0,0,2,4,0,3,6,1,3,3,4,1,4,4,1,1,1,1,1,1,90,90,90,90,3,5,4,5,0,1,9,1,1,1,1,1,5,1,1,5,5,1,1,1,1,1,1,1,1,1,4,1,0,7,1,5,1,1,1,1,1,2,8,1975,5,1,9,4,5,9,9,98,0,0,0,0,0,0,0
3,5934,3,4,16,2003,2,2,3,2,2,6,5,5,5,5,3,3,3,5,10,3,1,2,2,1,1,5,0,2,6,1,1,1,3,1,1,1,1,1,5,0,20,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15,3,0,0,0,1,19,0,3,2,4,6,5,6,4,6,6,4,4,6,4,1,1,1,1,1,4,100,100,100,100,1,5,5,5,0,2,2,1,2,1,2,1,5,1,1,1,5,1,2,1,1,1,1,1,1,1,4,3,8,7,1,5,1,1,1,1,1,2,1,1976,5,1,5,5,5,5,2,16,0,0,0,0,0,0,0
3,5934,4,4,14,2003,3,3,3,3,3,3,1,5,5,5,1,1,2,5,7,2,3,2,2,1,1,5,0,1,0,1,1,1,2,1,1,1,1,1,5,0,7,4,20,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,16,4,1,1,0,0,22,0,3,4,7,8,2,6,5,6,6,2,1,2,1,4,1,1,1,1,3,90,95,90,95,1,5,5,1,5,1,2,1,1,1,1,1,5,1,1,1,5,5,2,1,1,1,1,1,1,1,8,8,0,7,5,5,5,1,5,1,1,2,1,1952,5,1,5,5,5,5,2,0,0,0,3,0,0,0,0
3,5957,2,9,11,2003,4,5,5,4,5,8,5,5,5,5,1,1,2,5,0,1,0,2,2,1,1,1,1,2,6,1,1,5,0,1,1,1,1,1,1,0,20,2,100,100,1,1,5,0,1,1,1,1,1,5,0,5,3,75,75,1,0,1,0,0,0,0,25,0,0,0,0,25,0,24,2,23,2,5,6,5,4,4,1,1,4,1,2,1,1,3,3,1,65,65,100,80,1,5,5,5,0,3,1,1,1,1,1,1,5,5,5,5,5,5,2,1,3,1,1,2,1,2,1,1,6,6,5,5,5,1,1,1,1,2,1,1977,1,1,2,4,5,5,1,0,0,0,16,0,0,1,0
3,5980,3,4,23,2003,4,3,2,2,3,6,5,5,1,5,2,2,2,5,0,0,0,3,3,2,1,1,1,2,6,1,5,0,0,1,1,1,1,1,1,1,0,3,70,70,1,1,5,0,1,1,1,1,1,1,1,0,4,70,70,1,0,0,1,0,1,0,0,27,0,0,0,27,10,24,2,9,4,3,3,4,3,3,1,1,2,1,1,1,1,2,1,4,50,50,60,60,1,5,4,5,0,1,2,1,1,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,0,6,1,1,1,1,1,5,1,2,3,1976,1,1,4,5,5,5,1,0,1,0,0,0,0,2,0
3,5983,3,4,24,2003,4,3,4,2,4,6,5,5,5,5,1,1,2,5,0,0,0,2,3,3,1,5,0,3,1,1,1,1,1,1,5,1,5,1,5,0,10,6,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,13,3,0,0,0,0,16,0,99,1,3,10,0,6,2,6,4,4,4,6,4,1,1,1,1,1,4,95,95,95,95,2,5,5,5,0,3,4,1,1,4,4,1,5,1,1,1,5,5,2,1,1,1,1,2,1,1,18,0,8,7,5,1,1,1,1,1,5,2,1,1945,5,1,5,5,5,5,2,0,0,0,10,3,0,0,0
3,5986,5,6,3,2003,3,3,3,4,3,6,5,5,5,5,2,2,2,5,0,2,0,3,2,3,2,5,0,2,6,1,5,0,0,1,8,8,8,8,8,1,0,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,22,0,1,2,0,1,26,0,5,3,5,4,0,6,3,4,1,2,1,5,3,1,1,1,1,1,3,90,80,80,90,1,4,2,5,0,1,3,3,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,3,2,0,6,1,5,1,1,1,1,1,2,2,1961,5,1,5,5,5,5,1,10,0,0,0,0,0,0,0
3,6030,3,6,16,2003,3,2,3,1,3,1,5,5,5,5,3,3,3,5,0,2,0,2,3,3,1,5,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,7,1,0,0,0,21,0,11,3,5,3,2,6,4,6,6,2,2,2,4,2,2,1,1,1,3,998,998,998,998,2,5,5,5,0,2,2,1,1,1,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,11,3,0,7,1,1,1,1,1,1,1,2,1,1969,5,1,4,5,5,5,1,0,0,0,4,0,0,0,0
3,6047,2,5,13,2003,4,4,4,4,4,8,5,5,5,5,2,1,1,5,2,2,98,1,3,2,1,5,0,3,6,1,1,1,1,1,1,1,1,1,5,1,0,3,90,95,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,98,98,98,98,98,15,98,1,98,98,16,0,15,0,3,3,2,6,1,4,4,4,4,4,4,1,2,1,1,1,3,20,85,20,85,2,5,2,5,0,3,5,3,5,2,3,2,5,1,1,1,5,1,2,1,1,1,1,1,1,1,3,2,98,6,1,5,1,1,1,1,1,2,2,1972,5,1,5,4,4,4,1,0,0,0,0,0,0,0,0
3,6049,4,3,26,2003,4,3,3,3,3,4,5,5,5,5,9,2,1,5,0,0,0,3,3,2,1,1,1,2,6,1,1,1,2,1,1,1,1,1,5,0,20,2,100,100,1,1,1,1,1,1,1,1,1,5,0,20,3,99,99,1,0,0,0,0,1,0,14,0,0,1,0,15,0,11,0,1,8,3,6,5,6,4,1,1,4,1,1,2,2,2,1,3,96,96,100,96,3,5,4,5,0,2,4,1,1,1,2,2,5,1,1,1,5,1,2,3,2,1,1,1,2,2,9,4,0,6,5,1,1,1,1,1,1,2,1,1968,5,1,4,4,5,4,1,0,0,0,0,0,0,0,0
